,condition
18280,1
18281,0
18282,0
18283,2
18284,0
18285,1
18286,1
18287,1
18288,2
18289,0
18290,2
18291,1
18292,1
18293,0
18294,1
18295,0
18296,0
18297,1
18298,1
18299,0
18300,0
18301,0
18302,2
18303,1
18304,1
18305,1
18306,1
18307,0
18308,1
18309,0
18310,1
18311,0
18312,2
18313,1
18314,1
18315,1
18316,2
18317,1
18318,1
18319,0
18320,0
18321,0
18322,1
18323,0
18324,0
18325,1
18326,0
18327,1
18328,0
18329,2
18330,2
18331,0
18332,1
18333,2
18334,1
18335,1
18336,0
18337,0
18338,0
18339,1
18340,1
18341,1
18342,1
18343,1
18344,1
18345,2
18346,1
18347,1
18348,0
18349,1
18350,1
18351,1
18352,2
18353,2
18354,0
18355,1
18356,1
18357,2
18358,1
18359,1
18360,1
18361,1
18362,1
18363,1
18364,1
18365,1
18366,2
18367,1
18368,2
18369,1
18370,0
18371,1
18372,1
18373,0
18374,0
18375,1
18376,1
18377,1
18378,0
18379,1
18380,1
18381,0
18382,1
18383,1
18384,1
18385,0
18386,0
18387,2
18388,1
18389,2
18390,1
18391,2
18392,1
18393,1
18394,0
18395,0
18396,2
18397,1
18398,1
18399,1
18400,1
18401,1
18402,1
18403,1
18404,1
18405,1
18406,2
18407,2
18408,1
18409,0
18410,0
18411,1
18412,1
18413,1
18414,1
18415,0
18416,1
18417,1
18418,0
18419,1
18420,2
18421,2
18422,1
18423,1
18424,1
18425,0
18426,1
18427,0
18428,1
18429,1
18430,1
18431,0
18432,1
18433,0
18434,1
18435,1
18436,2
18437,0
18438,1
18439,1
18440,2
18441,1
18442,1
18443,0
18444,1
18445,0
18446,1
18447,0
18448,0
18449,1
18450,0
18451,0
18452,2
18453,1
18454,1
18455,2
18456,1
18457,0
18458,1
18459,1
18460,1
18461,1
18462,1
18463,1
18464,0
18465,1
18466,0
18467,1
18468,0
18469,1
18470,1
18471,1
18472,0
18473,0
18474,1
18475,1
18476,0
18477,2
18478,1
18479,1
18480,1
18481,0
18482,1
18483,1
18484,1
18485,2
18486,1
18487,1
18488,0
18489,1
18490,1
18491,0
18492,1
18493,2
18494,0
18495,1
18496,0
18497,1
18498,0
18499,0
18500,0
18501,2
18502,0
18503,1
18504,1
18505,0
18506,1
18507,0
18508,0
18509,1
18510,0
18511,0
18512,0
18513,2
18514,1
18515,1
18516,1
18517,0
18518,0
18519,2
18520,0
18521,1
18522,2
18523,1
18524,0
18525,0
18526,2
18527,2
18528,0
18529,0
18530,2
18531,1
18532,1
18533,1
18534,0
18535,2
18536,1
18537,1
18538,0
18539,1
18540,0
18541,2
18542,2
18543,0
18544,1
18545,1
18546,2
18547,0
18548,2
18549,0
18550,1
18551,2
18552,1
18553,1
18554,1
18555,1
18556,0
18557,0
18558,1
18559,1
18560,1
18561,1
18562,0
18563,2
18564,1
18565,2
18566,1
18567,2
18568,1
18569,1
18570,1
18571,1
18572,2
18573,1
18574,0
18575,0
18576,0
18577,0
18578,1
18579,0
18580,1
18581,1
18582,2
18583,1
18584,1
18585,1
18586,1
18587,2
18588,0
18589,0
18590,1
18591,1
18592,2
18593,2
18594,0
18595,1
18596,1
18597,1
18598,1
18599,1
18600,1
18601,0
18602,1
18603,1
18604,0
18605,0
18606,1
18607,2
18608,2
18609,1
18610,1
18611,1
18612,0
18613,2
18614,1
18615,1
18616,0
18617,1
18618,1
18619,1
18620,1
18621,1
18622,2
18623,0
18624,0
18625,0
18626,2
18627,1
18628,2
18629,0
18630,1
18631,1
18632,0
18633,0
18634,2
18635,1
18636,1
18637,0
18638,0
18639,1
18640,2
18641,1
18642,0
18643,1
18644,0
18645,1
18646,2
18647,2
18648,0
18649,0
18650,1
18651,2
18652,1
18653,1
18654,1
18655,1
18656,2
18657,2
18658,1
18659,1
18660,1
18661,1
18662,2
18663,1
18664,2
18665,1
18666,1
18667,1
18668,2
18669,1
18670,0
18671,0
18672,0
18673,1
18674,1
18675,1
18676,1
18677,0
18678,2
18679,2
18680,0
18681,0
18682,1
18683,0
18684,1
18685,0
18686,1
18687,1
18688,0
18689,0
18690,1
18691,1
18692,1
18693,2
18694,1
18695,1
18696,0
18697,2
18698,1
18699,0
18700,2
18701,2
18702,0
18703,1
18704,0
18705,1
18706,1
18707,1
18708,1
18709,1
18710,2
18711,1
18712,1
18713,0
18714,2
18715,1
18716,1
18717,0
18718,1
18719,0
18720,1
18721,1
18722,0
18723,1
18724,1
18725,1
18726,1
18727,1
18728,1
18729,1
18730,1
18731,0
18732,1
18733,1
18734,2
18735,0
18736,1
18737,1
18738,1
18739,0
18740,1
18741,1
18742,0
18743,1
18744,0
18745,0
18746,2
18747,0
18748,1
18749,1
18750,1
18751,1
18752,1
18753,1
18754,1
18755,0
18756,1
18757,1
18758,0
18759,0
18760,1
18761,2
18762,1
18763,2
18764,0
18765,2
18766,2
18767,1
18768,1
18769,1
18770,0
18771,0
18772,2
18773,1
18774,1
18775,1
18776,0
18777,1
18778,1
18779,1
18780,0
18781,1
18782,2
18783,1
18784,1
18785,1
18786,0
18787,1
18788,1
18789,0
18790,1
18791,0
18792,2
18793,1
18794,1
18795,0
18796,1
18797,1
18798,1
18799,1
18800,0
18801,1
18802,1
18803,1
18804,1
18805,0
18806,1
18807,1
18808,1
18809,1
18810,1
18811,0
18812,0
18813,1
18814,2
18815,2
18816,1
18817,0
18818,1
18819,0
18820,1
18821,1
18822,0
18823,1
18824,0
18825,0
18826,1
18827,1
18828,0
18829,1
18830,1
18831,2
18832,1
18833,1
18834,1
18835,0
18836,1
18837,1
18838,1
18839,1
18840,0
18841,1
18842,2
18843,2
18844,0
18845,1
18846,2
18847,1
18848,0
18849,1
18850,2
18851,1
18852,0
18853,1
18854,0
18855,1
18856,0
18857,0
18858,1
18859,0
18860,1
18861,1
18862,2
18863,0
18864,2
18865,0
18866,0
18867,2
18868,0
18869,2
18870,0
18871,2
18872,1
18873,0
18874,1
18875,1
18876,0
18877,1
18878,1
18879,0
18880,0
18881,1
18882,0
18883,1
18884,0
18885,1
18886,0
18887,1
18888,1
18889,1
18890,2
18891,1
18892,0
18893,0
18894,1
18895,2
18896,1
18897,0
18898,1
18899,0
18900,0
18901,0
18902,2
18903,1
18904,0
18905,1
18906,0
18907,0
18908,1
18909,1
18910,0
18911,0
18912,1
18913,1
18914,1
18915,2
18916,1
18917,0
18918,2
18919,0
18920,1
18921,0
18922,1
18923,1
18924,1
18925,1
18926,2
18927,1
18928,1
18929,1
18930,1
18931,0
18932,1
18933,2
18934,1
18935,0
18936,2
18937,2
18938,0
18939,1
18940,1
18941,1
18942,1
18943,1
18944,0
18945,0
18946,2
18947,0
18948,2
18949,0
18950,0
18951,0
18952,1
18953,2
18954,0
18955,2
18956,0
18957,1
18958,1
18959,1
18960,0
18961,1
18962,0
18963,0
18964,2
18965,2
18966,1
18967,1
18968,1
18969,2
18970,0
18971,1
18972,1
18973,1
18974,1
18975,1
18976,1
18977,0
18978,1
18979,1
18980,1
18981,2
18982,2
18983,1
18984,1
18985,1
18986,1
18987,2
18988,2
18989,2
18990,0
18991,1
18992,1
18993,1
18994,2
18995,2
18996,2
18997,0
18998,0
18999,1
19000,1
19001,0
19002,1
19003,1
19004,0
19005,1
19006,2
19007,2
19008,2
19009,0
19010,1
19011,0
19012,1
19013,1
19014,1
19015,1
19016,0
19017,1
19018,2
19019,1
19020,2
19021,0
19022,2
19023,0
19024,0
19025,1
19026,2
19027,2
19028,1
19029,0
19030,1
19031,1
19032,0
19033,1
19034,0
19035,1
19036,1
19037,1
19038,2
19039,2
19040,1
19041,0
19042,0
19043,1
19044,2
19045,1
19046,1
19047,1
19048,2
19049,2
19050,2
19051,1
19052,0
19053,1
19054,1
19055,1
19056,2
19057,1
19058,1
19059,1
19060,2
19061,1
19062,2
19063,2
19064,1
19065,1
19066,1
19067,1
19068,1
19069,1
19070,1
19071,0
19072,1
19073,1
19074,0
19075,1
19076,1
19077,1
19078,0
19079,0
19080,1
19081,1
19082,1
19083,0
19084,1
19085,1
19086,0
19087,1
19088,2
19089,0
19090,1
19091,1
19092,0
19093,1
19094,1
19095,0
19096,1
19097,2
19098,1
19099,2
19100,1
19101,0
19102,2
19103,1
19104,0
19105,1
19106,2
19107,0
19108,0
19109,0
19110,1
19111,1
19112,1
19113,1
19114,1
19115,1
19116,0
19117,0
19118,0
19119,1
19120,1
19121,0
19122,1
19123,1
19124,1
19125,1
19126,1
19127,1
19128,1
19129,2
19130,2
19131,0
19132,1
19133,2
19134,1
19135,1
19136,2
19137,1
19138,2
19139,2
19140,2
19141,1
19142,0
19143,1
19144,0
19145,1
19146,1
19147,2
19148,1
19149,2
19150,0
19151,1
19152,0
19153,1
19154,1
19155,1
19156,2
19157,1
19158,0
19159,1
19160,1
19161,0
19162,0
19163,1
19164,1
19165,0
19166,1
19167,2
19168,1
19169,1
19170,1
19171,2
19172,1
19173,1
19174,2
19175,1
19176,0
19177,0
19178,0
19179,2
19180,1
19181,1
19182,1
19183,0
19184,2
19185,0
19186,2
19187,1
19188,1
19189,1
19190,1
19191,1
19192,0
19193,1
19194,1
19195,2
19196,0
19197,1
19198,1
19199,1
19200,2
19201,0
19202,1
19203,0
19204,0
19205,2
19206,0
19207,1
19208,1
19209,1
19210,0
19211,1
19212,0
19213,1
19214,0
19215,1
19216,2
19217,0
19218,0
19219,1
19220,1
19221,1
19222,2
19223,2
19224,1
19225,1
19226,0
19227,0
19228,2
19229,0
19230,1
19231,1
19232,1
19233,0
19234,0
19235,1
19236,0
19237,1
19238,1
19239,1
19240,2
19241,1
19242,1
19243,1
19244,1
19245,0
19246,1
19247,0
19248,1
19249,1
19250,0
19251,0
19252,0
19253,0
19254,1
19255,1
19256,2
19257,0
19258,1
19259,1
19260,0
19261,1
19262,1
19263,0
19264,2
19265,0
19266,1
19267,1
19268,0
19269,1
19270,2
19271,1
19272,1
19273,1
19274,2
19275,1
19276,2
19277,1
19278,1
19279,1
19280,0
19281,0
19282,2
19283,0
19284,1
19285,1
19286,1
19287,0
19288,1
19289,2
19290,1
19291,0
19292,2
19293,1
19294,0
19295,0
19296,0
19297,0
19298,1
19299,0
19300,2
19301,2
19302,2
19303,1
19304,1
19305,1
19306,0
19307,1
19308,1
19309,0
19310,1
19311,2
19312,0
19313,0
19314,0
19315,2
19316,0
19317,1
19318,0
19319,2
19320,0
19321,1
19322,1
19323,0
19324,0
19325,0
19326,2
19327,2
19328,1
19329,1
19330,0
19331,2
19332,0
19333,1
19334,1
19335,0
19336,0
19337,1
19338,1
19339,1
19340,1
19341,1
19342,2
19343,1
19344,2
19345,2
19346,1
19347,1
19348,0
19349,0
19350,1
19351,2
19352,1
19353,1
19354,1
19355,2
19356,1
19357,1
19358,0
19359,1
19360,1
19361,2
19362,0
19363,0
19364,2
19365,1
19366,1
19367,1
19368,0
19369,0
19370,2
19371,2
19372,2
19373,2
19374,0
19375,1
19376,1
19377,0
19378,1
19379,1
19380,2
19381,1
19382,2
19383,1
19384,0
19385,0
19386,1
19387,1
19388,0
19389,0
19390,0
19391,2
19392,1
19393,0
19394,1
19395,0
19396,1
19397,0
19398,0
19399,1
19400,0
19401,2
19402,0
19403,0
19404,1
19405,1
19406,1
19407,2
19408,0
19409,0
19410,0
19411,1
19412,1
19413,1
19414,1
19415,0
19416,1
19417,0
19418,2
19419,0
19420,1
19421,1
19422,0
19423,0
19424,2
19425,0
19426,1
19427,1
19428,0
19429,0
19430,0
19431,0
19432,0
19433,1
19434,1
19435,1
19436,1
19437,1
19438,1
19439,0
19440,0
19441,1
19442,2
19443,1
19444,2
19445,1
19446,1
19447,0
19448,2
19449,1
19450,2
19451,1
19452,2
19453,1
19454,1
19455,0
19456,0
19457,0
19458,1
19459,1
19460,2
19461,1
19462,0
19463,1
19464,1
19465,1
19466,1
19467,0
19468,0
19469,1
19470,2
19471,1
19472,2
19473,1
19474,1
19475,1
19476,1
19477,1
19478,1
19479,0
19480,0
19481,0
19482,1
19483,1
19484,2
19485,1
19486,1
19487,1
19488,1
19489,1
19490,1
19491,0
19492,2
19493,1
19494,1
19495,1
19496,1
19497,2
19498,1
19499,2
19500,0
19501,1
19502,0
19503,1
19504,2
19505,0
19506,0
19507,1
19508,1
19509,2
19510,1
19511,2
19512,1
19513,1
19514,2
19515,2
19516,2
19517,2
19518,2
19519,2
19520,1
19521,1
19522,1
19523,1
19524,2
19525,2
19526,1
19527,0
19528,0
19529,1
19530,2
19531,0
19532,2
19533,2
19534,1
19535,1
19536,2
19537,0
19538,1
19539,1
19540,0
19541,1
19542,1
19543,0
19544,0
19545,1
19546,0
19547,0
19548,1
19549,0
19550,1
19551,2
19552,0
19553,1
19554,1
19555,2
19556,1
19557,2
19558,0
19559,2
19560,1
19561,1
19562,1
19563,1
19564,1
19565,1
19566,1
19567,2
19568,1
19569,0
19570,2
19571,1
19572,0
19573,2
19574,1
19575,1
19576,1
19577,2
19578,1
19579,1
19580,0
19581,1
19582,0
19583,2
19584,1
19585,1
19586,1
19587,1
19588,2
19589,2
19590,1
19591,0
19592,2
19593,1
19594,1
19595,1
19596,2
19597,0
19598,1
19599,0
19600,1
19601,0
19602,2
19603,1
19604,1
19605,1
19606,0
19607,2
19608,1
19609,1
19610,0
19611,1
19612,0
19613,0
19614,0
19615,1
19616,1
19617,2
19618,1
19619,1
19620,1
19621,2
19622,1
19623,1
19624,1
19625,2
19626,0
19627,2
19628,1
19629,1
19630,0
19631,1
19632,1
19633,1
19634,1
19635,1
19636,0
19637,0
19638,1
19639,1
19640,1
19641,1
19642,1
19643,1
19644,1
19645,1
19646,2
19647,1
19648,2
19649,1
19650,0
19651,1
19652,0
19653,1
19654,0
19655,1
19656,0
19657,0
19658,0
19659,1
19660,1
19661,1
19662,1
19663,2
19664,0
19665,1
19666,0
19667,0
19668,1
19669,1
19670,1
19671,2
19672,1
19673,1
19674,1
19675,1
19676,2
19677,1
19678,1
19679,1
19680,0
19681,1
19682,2
19683,1
19684,1
19685,0
19686,0
19687,1
19688,1
19689,2
19690,2
19691,2
19692,1
19693,2
19694,0
19695,0
19696,1
19697,0
19698,1
19699,1
19700,1
19701,1
19702,2
19703,2
19704,0
19705,0
19706,1
19707,1
19708,2
19709,0
19710,2
19711,2
19712,1
19713,1
19714,1
19715,0
19716,1
19717,1
19718,1
19719,1
19720,1
19721,1
19722,1
19723,1
19724,0
19725,1
19726,1
19727,1
19728,2
19729,0
19730,1
19731,2
19732,1
19733,1
19734,0
19735,0
19736,1
19737,2
19738,1
19739,1
19740,1
19741,1
19742,1
19743,1
19744,0
19745,0
19746,1
19747,1
19748,2
19749,2
19750,2
19751,1
19752,2
19753,0
19754,0
19755,1
19756,0
19757,2
19758,1
19759,1
19760,1
19761,2
19762,1
19763,1
19764,1
19765,0
19766,0
19767,0
19768,1
19769,1
19770,2
19771,1
19772,0
19773,0
19774,1
19775,2
19776,1
19777,0
19778,1
19779,2
19780,0
19781,1
19782,2
19783,1
19784,1
19785,0
19786,0
19787,0
19788,0
19789,1
19790,0
19791,0
19792,1
19793,0
19794,1
19795,0
19796,0
19797,2
19798,1
19799,1
19800,1
19801,0
19802,2
19803,1
19804,1
19805,1
19806,1
19807,0
19808,0
19809,1
19810,1
19811,0
19812,1
19813,1
19814,0
19815,2
19816,0
19817,0
19818,0
19819,1
19820,0
19821,0
19822,2
19823,1
19824,0
19825,1
19826,1
19827,2
19828,1
19829,2
19830,2
19831,2
19832,0
19833,1
19834,0
19835,0
19836,1
19837,0
19838,1
19839,1
19840,1
19841,0
19842,1
19843,1
19844,1
19845,0
19846,2
19847,1
19848,1
19849,0
19850,2
19851,1
19852,1
19853,1
19854,2
19855,1
19856,1
19857,1
19858,2
19859,1
19860,2
19861,1
19862,1
19863,0
19864,1
19865,1
19866,1
19867,0
19868,0
19869,1
19870,1
19871,1
19872,1
19873,1
19874,1
19875,0
19876,1
19877,2
19878,1
19879,1
19880,1
19881,2
19882,1
19883,1
19884,1
19885,0
19886,0
19887,0
19888,1
19889,1
19890,1
19891,2
19892,0
19893,1
19894,0
19895,0
19896,0
19897,1
19898,2
19899,0
19900,1
19901,1
19902,2
19903,0
19904,1
19905,0
19906,2
19907,0
19908,2
19909,0
19910,1
19911,1
19912,1
19913,1
19914,0
19915,2
19916,2
19917,0
19918,1
19919,1
19920,1
19921,1
19922,1
19923,0
19924,1
19925,2
19926,1
19927,2
19928,1
19929,0
19930,1
19931,1
19932,2
19933,0
19934,1
19935,1
19936,1
19937,1
19938,0
19939,0
19940,1
19941,2
19942,0
19943,0
19944,1
19945,1
19946,2
19947,0
19948,2
19949,1
19950,0
19951,1
19952,1
19953,0
19954,1
19955,2
19956,1
19957,1
19958,2
19959,1
19960,0
19961,1
19962,1
19963,1
19964,1
19965,2
19966,1
19967,1
19968,2
19969,2
19970,1
19971,1
19972,0
19973,1
19974,0
19975,1
19976,1
19977,0
19978,2
19979,1
19980,1
19981,0
19982,1
19983,1
19984,1
19985,1
19986,2
19987,2
19988,1
19989,1
19990,1
19991,0
19992,1
19993,0
19994,1
19995,1
19996,1
19997,0
19998,1
19999,0
20000,1
20001,1
20002,1
20003,1
20004,1
20005,1
20006,1
20007,1
20008,2
20009,1
20010,1
20011,1
20012,0
20013,1
20014,2
20015,1
20016,0
20017,0
20018,1
20019,1
20020,1
20021,1
20022,0
20023,1
20024,1
20025,1
20026,1
20027,0
20028,0
20029,2
20030,0
20031,1
20032,0
20033,1
20034,0
20035,1
20036,2
20037,1
20038,1
20039,0
20040,1
20041,2
20042,0
20043,0
20044,0
20045,0
20046,1
20047,1
20048,1
20049,2
20050,1
20051,2
20052,1
20053,0
20054,1
20055,0
20056,1
20057,0
20058,1
20059,1
20060,1
20061,0
20062,1
20063,0
20064,1
20065,1
20066,0
20067,2
20068,2
20069,0
20070,0
20071,1
20072,2
20073,0
20074,1
20075,1
20076,0
20077,0
20078,1
20079,1
20080,1
20081,2
20082,1
20083,2
20084,1
20085,2
20086,1
20087,0
20088,2
20089,0
20090,0
20091,1
20092,1
20093,0
20094,0
20095,1
20096,1
20097,1
20098,1
20099,0
20100,0
20101,2
20102,0
20103,1
20104,1
20105,0
20106,0
20107,0
20108,1
20109,1
20110,1
20111,2
20112,0
20113,0
20114,1
20115,0
20116,1
20117,1
20118,0
20119,1
20120,1
20121,1
20122,2
20123,1
20124,1
20125,1
20126,2
20127,0
20128,1
20129,1
20130,1
20131,1
20132,0
20133,1
20134,0
20135,1
20136,1
20137,0
20138,0
20139,0
20140,1
20141,0
20142,2
20143,0
20144,1
20145,0
20146,2
20147,0
20148,1
20149,0
20150,1
20151,2
20152,1
20153,0
20154,1
20155,0
20156,0
20157,0
20158,1
20159,2
20160,0
20161,1
20162,1
20163,1
20164,0
20165,2
20166,1
20167,0
20168,1
20169,1
20170,1
20171,1
20172,1
20173,1
20174,1
20175,1
20176,0
20177,1
20178,0
20179,1
20180,0
20181,0
20182,1
20183,0
20184,0
20185,1
20186,1
20187,1
20188,1
20189,0
20190,2
20191,1
20192,2
20193,1
20194,1
20195,2
20196,0
20197,0
20198,2
20199,1
20200,1
20201,1
20202,0
20203,0
20204,0
20205,0
20206,0
20207,0
20208,2
20209,2
20210,1
20211,0
20212,2
20213,1
20214,1
20215,0
20216,0
20217,1
20218,1
20219,1
20220,1
20221,1
20222,1
20223,0
20224,1
20225,1
20226,1
20227,0
20228,0
20229,2
20230,0
20231,1
20232,1
20233,2
20234,1
20235,2
20236,2
20237,1
20238,0
20239,1
20240,0
20241,1
20242,2
20243,0
20244,0
20245,1
20246,1
20247,2
20248,2
20249,1
20250,1
20251,1
20252,1
20253,1
20254,1
20255,2
20256,1
20257,2
20258,2
20259,0
20260,1
20261,2
20262,0
20263,0
20264,0
20265,1
20266,2
20267,1
20268,1
20269,0
20270,2
20271,1
20272,0
20273,1
20274,1
20275,1
20276,1
20277,1
20278,2
20279,0
20280,1
20281,0
20282,2
20283,0
20284,2
20285,1
20286,0
20287,2
20288,2
20289,1
20290,2
20291,1
20292,0
20293,0
20294,2
20295,0
20296,0
20297,1
20298,1
20299,0
20300,1
20301,1
20302,0
20303,1
20304,2
20305,0
20306,2
20307,1
20308,2
20309,2
20310,0
20311,0
20312,1
20313,1
20314,1
20315,0
20316,1
20317,1
20318,1
20319,1
20320,1
20321,2
20322,1
20323,0
20324,1
20325,1
20326,2
20327,0
20328,1
20329,1
20330,0
20331,0
20332,1
20333,0
20334,2
20335,2
20336,0
20337,1
20338,1
20339,2
20340,1
20341,0
20342,1
20343,1
20344,1
20345,1
20346,1
20347,1
20348,0
20349,1
20350,1
20351,1
20352,1
20353,1
20354,2
20355,1
20356,2
20357,1
20358,1
20359,0
20360,2
20361,0
20362,1
20363,0
20364,1
20365,0
20366,1
20367,1
20368,0
20369,1
20370,1
20371,1
20372,1
20373,1
20374,1
20375,0
20376,1
20377,0
20378,1
20379,2
20380,0
20381,0
20382,1
20383,1
20384,0
20385,2
20386,1
20387,2
20388,1
20389,1
20390,1
20391,2
20392,1
20393,1
20394,1
20395,1
20396,1
20397,2
20398,1
20399,2
20400,0
20401,1
20402,1
20403,1
20404,0
20405,2
20406,2
20407,0
20408,0
20409,1
20410,0
20411,1
20412,2
20413,0
20414,1
20415,1
20416,0
20417,1
20418,1
20419,0
20420,1
20421,1
20422,1
20423,1
20424,1
20425,1
20426,0
20427,1
20428,1
20429,1
20430,1
20431,0
20432,2
20433,0
20434,1
20435,0
20436,1
20437,2
20438,0
20439,0
20440,1
20441,1
20442,0
20443,2
20444,1
20445,1
20446,1
20447,0
20448,0
20449,2
20450,0
20451,1
20452,1
20453,2
20454,1
20455,1
20456,2
20457,0
20458,2
20459,1
20460,1
20461,1
20462,0
20463,0
20464,0
20465,0
20466,1
20467,0
20468,0
20469,2
20470,1
20471,1
20472,2
20473,0
20474,2
20475,1
20476,0
20477,1
20478,0
20479,1
20480,2
20481,0
20482,1
20483,2
20484,0
20485,0
20486,1
20487,1
20488,0
20489,1
20490,0
20491,1
20492,1
20493,1
20494,2
20495,0
20496,1
20497,2
20498,1
20499,1
20500,1
20501,0
20502,0
20503,0
20504,1
20505,1
20506,1
20507,1
20508,1
20509,2
20510,0
20511,1
20512,1
20513,1
20514,0
20515,0
20516,2
20517,1
20518,1
20519,0
20520,1
20521,0
20522,1
20523,1
20524,1
20525,1
20526,1
20527,0
20528,0
20529,1
20530,1
20531,1
20532,0
20533,1
20534,1
20535,1
20536,0
20537,1
20538,0
20539,1
20540,1
20541,0
20542,0
20543,2
20544,2
20545,1
20546,0
20547,1
20548,0
20549,1
20550,0
20551,1
20552,2
20553,1
20554,0
20555,1
20556,0
20557,1
20558,1
20559,0
20560,1
20561,2
20562,1
20563,0
20564,1
20565,1
20566,2
20567,1
20568,0
20569,0
20570,0
20571,1
20572,1
20573,1
20574,2
20575,0
20576,1
20577,2
20578,2
20579,1
20580,0
20581,0
20582,2
20583,1
20584,1
20585,1
20586,2
20587,0
20588,1
20589,1
20590,1
20591,2
20592,2
20593,1
20594,2
20595,1
20596,1
20597,1
20598,0
20599,1
20600,0
20601,1
20602,1
20603,1
20604,1
20605,1
20606,1
20607,2
20608,2
20609,1
20610,0
20611,1
20612,1
20613,0
20614,0
20615,1
20616,1
20617,1
20618,2
20619,2
20620,1
20621,1
20622,0
20623,1
20624,1
20625,1
20626,0
20627,1
20628,1
20629,1
20630,1
20631,0
20632,0
20633,1
20634,2
20635,1
20636,1
20637,1
20638,0
20639,0
20640,1
20641,2
20642,1
20643,1
20644,1
20645,0
20646,1
20647,0
20648,1
20649,1
20650,0
20651,2
20652,1
20653,0
20654,1
20655,1
20656,1
20657,1
20658,2
20659,1
20660,1
20661,1
20662,2
20663,1
20664,0
20665,1
20666,0
20667,1
20668,0
20669,1
20670,0
20671,1
20672,1
20673,1
20674,2
20675,0
20676,1
20677,1
20678,1
20679,2
20680,1
20681,1
20682,1
20683,1
20684,1
20685,0
20686,1
20687,0
20688,0
20689,1
20690,0
20691,1
20692,0
20693,1
20694,1
20695,2
20696,2
20697,0
20698,2
20699,1
20700,1
20701,2
20702,1
20703,0
20704,1
20705,1
20706,0
20707,2
20708,1
20709,1
20710,1
20711,1
20712,1
20713,1
20714,2
20715,1
20716,0
20717,1
20718,1
20719,0
20720,0
20721,0
20722,1
20723,0
20724,1
20725,1
20726,1
20727,0
20728,1
20729,1
20730,2
20731,2
20732,1
20733,0
20734,0
20735,0
20736,1
20737,2
20738,1
20739,1
20740,1
20741,2
20742,1
20743,0
20744,1
20745,1
20746,1
20747,2
20748,1
20749,1
20750,1
20751,0
20752,1
20753,1
20754,2
20755,0
20756,0
20757,2
20758,1
20759,0
20760,1
20761,0
20762,0
20763,2
20764,0
20765,0
20766,1
20767,2
20768,0
20769,1
20770,1
20771,0
20772,0
20773,1
20774,1
20775,1
20776,2
20777,0
20778,0
20779,2
20780,1
20781,1
20782,0
20783,1
20784,1
20785,1
20786,1
20787,2
20788,2
20789,0
20790,2
20791,1
20792,0
20793,1
20794,1
20795,2
20796,1
20797,1
20798,1
20799,0
20800,0
20801,1
20802,1
20803,1
20804,0
20805,0
20806,1
20807,1
20808,1
20809,1
20810,1
20811,0
20812,1
20813,1
20814,1
20815,1
20816,1
20817,1
20818,0
20819,0
20820,1
20821,0
20822,1
20823,1
20824,1
20825,0
20826,0
20827,2
20828,2
20829,1
20830,1
20831,2
20832,0
20833,1
20834,1
20835,1
20836,1
20837,1
20838,1
20839,2
20840,0
20841,0
20842,1
20843,1
20844,0
20845,1
20846,0
20847,1
20848,1
20849,0
20850,0
20851,1
20852,1
20853,1
20854,0
20855,1
20856,0
20857,2
20858,1
20859,1
20860,1
20861,0
20862,2
20863,0
20864,2
20865,0
20866,2
20867,1
20868,1
20869,1
20870,1
20871,1
20872,0
20873,1
20874,2
20875,1
20876,1
20877,0
20878,1
20879,1
20880,1
20881,0
20882,2
20883,2
20884,2
20885,1
20886,2
20887,0
20888,2
20889,0
20890,0
20891,0
20892,0
20893,1
20894,0
20895,1
20896,0
20897,1
20898,1
20899,2
20900,1
20901,2
20902,1
20903,1
20904,1
20905,2
20906,1
20907,1
20908,2
20909,1
20910,0
20911,1
20912,1
20913,1
20914,0
20915,1
20916,0
20917,1
20918,1
20919,2
20920,1
20921,1
20922,0
20923,0
20924,1
20925,1
20926,0
20927,0
20928,2
20929,1
20930,2
20931,2
20932,1
20933,0
20934,2
20935,1
20936,1
20937,2
20938,0
20939,0
20940,0
20941,0
20942,1
20943,1
20944,1
20945,0
20946,1
20947,1
20948,1
20949,1
20950,2
20951,2
20952,0
20953,0
20954,1
20955,1
20956,1
20957,1
20958,0
20959,1
20960,0
20961,2
20962,1
20963,1
20964,0
20965,1
20966,1
20967,2
20968,0
20969,0
20970,0
20971,1
20972,1
20973,1
20974,1
20975,1
20976,0
20977,1
20978,1
20979,1
20980,1
20981,0
20982,0
20983,1
20984,0
20985,1
20986,1
20987,1
20988,1
20989,2
20990,0
20991,0
20992,0
20993,1
20994,0
20995,2
20996,2
20997,2
20998,0
20999,1
21000,1
21001,1
21002,1
21003,0
21004,1
21005,2
21006,1
21007,2
21008,2
21009,2
21010,1
21011,2
21012,2
21013,2
21014,2
21015,2
21016,0
21017,0
21018,0
21019,0
21020,1
21021,1
21022,1
21023,0
21024,2
21025,1
21026,1
21027,1
21028,1
21029,1
21030,1
21031,1
21032,1
21033,0
21034,1
21035,1
21036,0
21037,1
21038,1
21039,0
21040,1
21041,2
21042,2
21043,0
21044,2
21045,2
21046,1
21047,1
21048,1
21049,0
21050,1
21051,0
21052,2
21053,1
21054,1
21055,1
21056,1
21057,1
21058,1
21059,1
21060,0
21061,2
21062,1
21063,0
21064,1
21065,2
21066,1
21067,1
21068,1
21069,0
21070,1
21071,0
21072,1
21073,1
21074,1
21075,1
21076,0
21077,1
21078,1
